run,stimuli,category
2,../stimuli/SCARING.AVI,mental
2,../stimuli/SEDUCING-B.AVI,mental
2,../stimuli/STAR-A.AVI,random
2,../stimuli/SURPRISING-B.AVI,mental
2,../stimuli/TENNIS-A.AVI,random
