task_run.thisRepN,task_run.thisTrialN,task_run.thisN,task_run.thisIndex,runFile,readyMsg,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,run,stimuli,category,thisRow.t,notes,intro.started,Intro.started,start_task.started,intro.stopped,video_phase.started,video_stim.started,video_phase.stopped,resp_phase.started,resp_prompt.started,resp_key.started,resp_phase.stopped,resp_key.keys,fixation_phase.started,fixation.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,3.9312153346836567,,0.005611792206764221,0.009332876652479172,0.009332876652479172,3.744192209094763,3.7550792079418898,3.9312153346836567,23.755725000053644,23.89764591678977,23.907325292006135,23.907325292006135,26.746591292321682,None,26.74691783450544,26.759513834491372,,,,,,,,
